Seattle
Felix,P,600,53.1828357152153,155.786994278355,40.1118137198394,0,12.4319029762679,4.5,
Curtis,P,600,48.6367035582775,152.295324004152,37.8366619117355,0,12.0530586298565,4.5,
Craig,P,600,50.9097696367464,154.051026350172,38.9742378157874,0,12.2424808030622,4.5,
Tommy,P,600,58.2972343917703,159.620768151555,42.6713595039561,0,12.8581028659809,4.5,
Benny,3B,600,0,500,0,0,0,15,
Elliot,RF,600,0,500,0,0,0,-5,
Kenny,3B,600,0,500,0,0,0,15,
Gib,RF,600,0,500,0,0,0,-5,
Hannah,3B,600,0,500,0,0,0,15,
Tasha,RF,600,0,500,0,0,0,-5,
Shana,3B,600,0,500,0,0,0,15,
Derek,RF,600,0,500,0,0,0,-5,
Spiros,DH,600,0,0,0,0,0,0

