Atlanta
Ian,P,600,26.3559658297763,137.23182211549,24.8907206918164,1.17286118443114,10.3450026688374,4.5,
Leo,P,700,39.2192965137884,166.961189986792,28.2286600623891,2.79184550067584,12.7474473726859,4.5,
Peter,P,600,53.2965168699106,158.059686138455,25.4919913832947,2.52118596098519,12.5022314024831,4.5,
Rick,P,600,51.7679749669243,156.949889672711,25.3913314187041,2.51123057987183,12.3798354459642,4.5,
Marty,SS,600,58.2728,150.6001616,32.0347542857143,5.21496,23,7,
Phill,2B,600,65.1064,176.514888,20.9917714285714,2.86251428571428,4,6,
Scott,3B,700,91.2286666666667,183.848942666667,43.35224,3.76976,36.1666666666667,4,
Rod,1B,600,75.2472,150.0793008,40.2422057142857,2.56865142857143,36,3,
Barry,RF,600,35.8656,140.4694656,26.37828,1.68372,15,3,
Lance,CF,600,51.2856,150.3477456,28.8622285714286,3.20691428571429,18,5,
Ernie,LF,600,50.7376,158.7368336,24.27216,3.30984,10,6,
Oscar,Ca,600,30.8528,143.9942416,21.5448685714286,0.89770285714286,8,2,
Andy,DH,600,48.2664,154.485408,24.4224,1.0176,12,2






