Boston
Frank,P,600,49.2840943745715,155.128015637505,26.4752855190256,1.24752654278131,12.180942016621,4.5,
Gerald,P,600,53.4875846077839,158.197802297387,25.5045738788685,2.52243038362435,12.517530897048,4.5,
Chuck,P,600,50.8126362775578,156.25187288677,25.3284189408349,2.50500846667598,12.3033379731399,4.5,
Dan,P,600,77.9442550555654,174.760460748808,27.1151333123182,2.68171648143806,14.4758662013505,4.5,
Chris,3B,600,79.6224,169.12272,31.2364285714286,5.085,21,7,
Jason,2B,600,61.164,168.116832,24.0544457142857,3.91584,9,7,
Duncan,1B,600,85.1448,163.7239536,36.6583885714286,2.33989714285714,30,3,
Freddy,LF,600,93.6544,159.498864,43.2306,0.88225714285714,40,1,
Art,RF,600,70.712,157.198536,33.7922742857143,1.40801142857143,26,2,
Dick,CF,600,65.7504,152.261136,34.4322,2.1978,27,3,
Ben,SS,600,26.8464,146.154168,19.7660571428571,2.69537142857143,3,6,
Hector,Ca,600,26.3944,137.665344,23.0756571428571,1.47291428571429,10,3,
Lou,DH,600,42.3112,148.3452208,25.49136,2.21664,13,4



