New York
Keith,P,600,44.3163331898659,151.415721247432,26.131963139797,1.23134904847211,11.7831551579346,4.5,
Johnny,P,600,49.6662298503181,155.409791148871,25.252923967392,2.49754193084097,12.2115410057507,4.5,
Shayne,P,600,56.5446684137566,160.389273661836,25.7058938080497,2.54234114585107,12.7623228100858,4.5,
Eric,P,600,52.7233136562908,157.644526462613,25.4542438965732,2.51745269306768,12.4563329187885,4.5,
Andrew,CF,600,55.1832,166.7139408,21.9994971428571,2.99993142857143,6,6,
Gene,2B,600,39.7952,151.8155008,23.13228,3.76572,8,7,
Mike,LF,600,43.2664,155.885408,21.8276571428571,1.89805714285714,7,4,
Roger,SS,600,73.7824,144.70984,42.6025714285714,3.70457142857143,40,4,
Buzz,1B,600,95.1768,155.4855456,46.0431085714286,4.00374857142857,45,4,
Howard,RF,600,72.2664,147.765408,40.1890285714286,2.56525714285714,36,3,
Mark,3B,600,26.3688,142.2605376,20.9192228571429,1.81906285714285,6,4,
Dan,Ca,600,30.8656,141.7144656,22.8252342857143,0.951051428571428,10,2,
Marvin,DH,600,55.3048,145.9783136,32.9923885714286,2.10589714285715,25,3

