Detroit
Sparky,P,600,54.0607878214038,158.611339575131,26.8054031913609,1.26308182577093,12.5634293807426,4.5,
Kirby,P,600,58.0732103167429,161.472030159272,25.8065537726403,2.55229652696442,12.8847187666047,4.5,
Matt,P,600,51.576907229051,156.810556715206,25.3787489231302,2.50998615723266,12.3645359513994,4.5,
Ken,P,600,63.996310190815,165.585983282626,26.1966111354289,2.59087362877868,13.3590030981155,4.5,
Morris,CF,600,58.2408,156.0266496,29.1672685714286,4.74816,18,7,
Dwight,SS,600,15.9232,134.9217408,20.1703542857143,2.75050285714286,4,6,
Donald,2B,600,80.164,162.188832,35.3561142857143,3.92845714285714,28,5,
Andre,1B,600,76.7376,151.2228336,40.0980857142857,4.45534285714285,36,5,
Johnny,LF,600,57.2152,160.6643008,26.1405257142857,3.56461714285714,13,6,
Ray,RF,600,46.7888,151.0266576,26.3851714285714,2.93168571428572,14,5,
Reggie,3B,600,21.4072,136.5479008,21.1064914285714,1.34722285714286,7,3,
Stan,Ca,600,40.3048,149.9983136,22.9972114285714,0.958217142857143,10,2,
Jackie,DH,600,47.8208,145.2231296,29.8813371428571,2.59837714285714,20,4
